"","Quadrant","Cover Value","Family"
"3354","Q5",NA,"Cypress"
"3355","Q1",NA,"Cypress"
"3356","Q1",NA,"Cypress"
"3357","Q8",NA,"Cypress"
"3358","Q6",NA,"Cypress"
"3359","Q1",1,"Cypress"
"3360","Q4",NA,"Cypress"
"3361","Q8",NA,"Aster"
"3362","Q6",NA,"Aster"
"3363","Q1",NA,"Aster"
"3364","Q9",1,"Aster"
"3365","Q10",1,"Aster"
"3366","Q9",NA,"Aster"
"3367","Q10",3,"Aster"
"3368","Q9",NA,"Aster"
"3369","Q9",NA,"Aster"
"3370","Q7",NA,"Aster"
"3371","Q8",NA,"Aster"
"3372","Q5",6,"Aster"
"3373","Q1",1,"Aster"
"3374","Q5",NA,"Aster"
"3375","Q10",NA,"Aster"
"3376","Q7",NA,"Aster"
"3377","Q10",NA,"Aster"
"3378","Q8",NA,"Aster"
"3379","Q6",1,"Aster"
"3380","Q6",NA,"Aster"
"3381","Q2",NA,"Aster"
"3382","Q7",NA,"Aster"
"3383","Q6",NA,"Aster"
"3384","Q6",2,"Aster"
"3385","Q9",NA,"Aster"
"3386","Q7",NA,"Aster"
"3387","Q8",5,"Aster"
"3388","Q4",NA,"Aster"
"3389","Q10",NA,"Aster"
"3390","Q8",NA,"Aster"
"3391","Q4",1,"Aster"
"3392","Q5",NA,"Aster"
"3393","Q5",1,"Aster"
"3394","Q6",5,"Aster"
"3395","Q4",NA,"Aster"
"3396","Q9",NA,"Aster"
"3397","Q5",2,"Aster"
"3398","Q7",NA,"Aster"
"3399","Q8",NA,"Aster"
"3400","Q1",NA,"Aster"
"3401","Q5",1,"Aster"
"3402","Q5",NA,"Aster"
"3403","Q10",2,"Aster"
"3404","Q10",NA,"Aster"
"3405","Q8",NA,"Aster"
"3406","Q4",1,"Aster"
"3407","Q1",1,"Aster"
"3408","Q4",NA,"Aster"
"3409","Q1",NA,"Aster"
"3410","Q10",NA,"Aster"
"3411","Q5",NA,"Aster"
"3412","Q9",1,"Aster"
"3413","Q9",NA,"Aster"
"3414","Q3",NA,"Aster"
"3415","Q8",NA,"Aster"
"3416","Q6",1,"Aster"
"3417","Q2",NA,"Aster"
"3418","Q2",NA,"Aster"
"3419","Q1",NA,"Aster"
"3420","Q4",3,"Aster"
"3421","Q2",NA,"Aster"
"3422","Q3",1,"Aster"
"3423","Q1",NA,"Aster"
"3424","Q3",2,"Aster"
"3425","Q7",1,"Aster"
"3426","Q4",NA,"Aster"
"3427","Q1",1,"Aster"
"3428","Q7",NA,"Aster"
"3429","Q6",1,"Aster"
"3430","Q3",NA,"Aster"
"3431","Q3",NA,"Aster"
"3432","Q2",NA,"Aster"
"3433","Q9",NA,"Aster"
"3434","Q10",NA,"Aster"
"3435","Q8",3,"Aster"
"3436","Q4",NA,"Aster"
"3437","Q5",3,"Aster"
"3438","Q5",1,"Aster"
"3439","Q8",1,"Aster"
"3440","Q9",NA,"Aster"
"3441","Q10",NA,"Aster"
"3442","Q3",NA,"Aster"
"3443","Q4",1,"Aster"
"3444","Q6",NA,"Aster"
"3445","Q7",NA,"Aster"
"3446","Q6",5,"Aster"
"3447","Q1",NA,"Aster"
"3448","Q3",NA,"Aster"
"3449","Q3",NA,"Aster"
"3450","Q1",NA,"Aster"
"3451","Q3",NA,"Aster"
"3452","Q10",NA,"Aster"
"3453","Q2",NA,"Aster"
"3454","Q1",NA,"Aster"
"3455","Q10",NA,"Aster"
"3456","Q5",NA,"Aster"
"3457","Q6",NA,"Aster"
"3458","Q10",NA,"Aster"
"3459","Q1",NA,"Aster"
"3460","Q2",NA,"Aster"
"3461","Q5",1,"Aster"
"3462","Q7",2,"Aster"
"3463","Q8",1,"Aster"
"3464","Q2",2,"Aster"
"3465","Q7",2,"Aster"
"3466","Q2",1,"Aster"
"3467","Q5",2,"Aster"
"3468","Q4",1,"Aster"
"3469","Q4",NA,"Aster"
"3470","Q7",1,"Aster"
"3471","Q2",NA,"Aster"
"3472","Q3",4,"Aster"
"3473","Q5",NA,"Aster"
"3474","Q8",NA,"Aster"
"3475","Q9",NA,"Aster"
"3476","Q7",NA,"Aster"
"3477","Q6",NA,"Aster"
"3478","Q1",NA,"Aster"
"3479","Q9",NA,"Aster"
"3480","Q3",1,"Aster"
"3481","Q2",NA,"Aster"
"3482","Q3",1,"Aster"
"3483","Q8",NA,"Aster"
"3484","Q10",NA,"Aster"
"3485","Q9",3,"Aster"
"3486","Q9",NA,"Aster"
"3487","Q6",3,"Aster"
"3488","Q7",1,"Aster"
"3489","Q7",1,"Aster"
"3490","Q10",NA,"Aster"
"3491","Q4",NA,"Aster"
"3492","Q2",1,"Aster"
"3493","Q8",2,"Aster"
"3494","Q4",NA,"Aster"
"3495","Q6",NA,"Aster"
"3496","Q7",NA,"Aster"
"3497","Q9",NA,"Aster"
"3498","Q4",2,"Aster"
"3499","Q5",NA,"Aster"
"3500","Q1",NA,"Aster"
"3501","Q6",2,"Aster"
"3502","Q8",4,"Aster"
"3503","Q3",NA,"Aster"
"3504","Q6",3,"Aster"
"3505","Q2",1,"Aster"
"3506","Q3",1,"Aster"
"3507","Q4",NA,"Aster"
"3508","Q2",1,"Aster"
"3509","Q8",NA,"Aster"
"3510","Q7",NA,"Aster"
"3511","Q9",NA,"Aster"
"3512","Q10",NA,"Aster"
"3513","Q3",NA,"Aster"
"3514","Q1",NA,"Aster"
"3515","Q5",1,"Aster"
"3516","Q2",1,"Aster"
"3517","Q4",NA,"Aster"
"3518","Q1",1,"Aster"
"3519","Q3",NA,"Aster"
"3520","Q2",NA,"Aster"
"4641","Q7",NA,"Mint"
"4642","Q7",NA,"Mint"
"4643","Q9",NA,"Mint"
"4644","Q9",NA,"Mint"
"4645","Q3",NA,"Mint"
"4646","Q3",NA,"Mint"
"4647","Q2",NA,"Mint"
"4648","Q2",NA,"Mint"
"4649","Q6",NA,"Mint"
"4650","Q6",NA,"Mint"
"4651","Q8",NA,"Mint"
"4652","Q8",NA,"Mint"
"4653","Q9",NA,"Mint"
"4654","Q9",NA,"Mint"
"4655","Q6",NA,"Mint"
"4656","Q6",NA,"Mint"
"4657","Q1",NA,"Mint"
"4658","Q1",NA,"Mint"
"4659","Q5",1,"Mint"
"4660","Q5",1,"Mint"
"4661","Q8",NA,"Mint"
"4662","Q8",NA,"Mint"
"4663","Q1",NA,"Mint"
"4664","Q1",NA,"Mint"
"4665","Q3",NA,"Mint"
"4666","Q3",NA,"Mint"
"4667","Q6",NA,"Mint"
"4668","Q6",NA,"Mint"
"4669","Q2",NA,"Mint"
"4670","Q2",NA,"Mint"
"4671","Q7",NA,"Mint"
"4672","Q7",NA,"Mint"
"4673","Q4",NA,"Mint"
"4674","Q4",NA,"Mint"
"4675","Q10",1,"Mint"
"4676","Q10",1,"Mint"
"4677","Q9",NA,"Mint"
"4678","Q9",NA,"Mint"
"4679","Q5",NA,"Mint"
"4680","Q5",NA,"Mint"
"4681","Q5",NA,"Mint"
"4682","Q5",NA,"Mint"
"4683","Q4",NA,"Mint"
"4684","Q4",NA,"Mint"
"4685","Q1",1,"Mint"
"4686","Q1",1,"Mint"
"4687","Q8",NA,"Mint"
"4688","Q8",NA,"Mint"
"4689","Q2",NA,"Mint"
"4690","Q2",NA,"Mint"
"4691","Q1",NA,"Mint"
"4692","Q1",NA,"Mint"
"4693","Q10",3,"Mint"
"4694","Q10",3,"Mint"
"4695","Q2",NA,"Mint"
"4696","Q2",NA,"Mint"
"4697","Q5",1,"Mint"
"4698","Q5",1,"Mint"
"4699","Q3",2,"Mint"
"4700","Q3",2,"Mint"
"4701","Q4",NA,"Mint"
"4702","Q4",NA,"Mint"
"4703","Q5",NA,"Mint"
"4704","Q5",NA,"Mint"
"4705","Q10",NA,"Mint"
"4706","Q10",NA,"Mint"
"4707","Q7",1,"Mint"
"4708","Q7",1,"Mint"
"4709","Q6",1,"Mint"
"4710","Q6",1,"Mint"
"4711","Q4",NA,"Mint"
"4712","Q4",NA,"Mint"
"4713","Q7",1,"Mint"
"4714","Q7",1,"Mint"
"4715","Q10",NA,"Mint"
"4716","Q10",NA,"Mint"
"4717","Q1",NA,"Mint"
"4718","Q1",NA,"Mint"
"4719","Q2",NA,"Mint"
"4720","Q2",NA,"Mint"
"4721","Q5",1,"Mint"
"4722","Q5",1,"Mint"
"4723","Q3",2,"Mint"
"4724","Q3",2,"Mint"
"4725","Q2",NA,"Mint"
"4726","Q2",NA,"Mint"
"4727","Q8",NA,"Mint"
"4728","Q8",NA,"Mint"
"4729","Q3",NA,"Mint"
"4730","Q3",NA,"Mint"
"4731","Q6",NA,"Mint"
"4732","Q6",NA,"Mint"
"4733","Q9",NA,"Mint"
"4734","Q9",NA,"Mint"
"4735","Q10",2,"Mint"
"4736","Q10",2,"Mint"
"4737","Q7",NA,"Mint"
"4738","Q7",NA,"Mint"
"4739","Q3",NA,"Mint"
"4740","Q3",NA,"Mint"
"4741","Q10",NA,"Mint"
"4742","Q10",NA,"Mint"
"4743","Q2",1,"Mint"
"4744","Q2",1,"Mint"
"4745","Q1",NA,"Mint"
"4746","Q1",NA,"Mint"
"4747","Q4",1,"Mint"
"4748","Q4",1,"Mint"
"4749","Q8",NA,"Mint"
"4750","Q8",NA,"Mint"
"4751","Q9",NA,"Mint"
"4752","Q9",NA,"Mint"
"4753","Q8",NA,"Mint"
"4754","Q8",NA,"Mint"
"4755","Q9",1,"Mint"
"4756","Q9",1,"Mint"
"4757","Q3",NA,"Mint"
"4758","Q3",NA,"Mint"
"4759","Q2",NA,"Mint"
"4760","Q2",NA,"Mint"
"4761","Q4",NA,"Mint"
"4762","Q4",NA,"Mint"
"4763","Q6",3,"Mint"
"4764","Q6",3,"Mint"
"4765","Q2",2,"Mint"
"4766","Q2",2,"Mint"
"4767","Q3",NA,"Mint"
"4768","Q3",NA,"Mint"
"4769","Q4",1,"Mint"
"4770","Q4",1,"Mint"
"4771","Q7",NA,"Mint"
"4772","Q7",NA,"Mint"
"4773","Q3",NA,"Mint"
"4774","Q3",NA,"Mint"
"4775","Q1",NA,"Mint"
"4776","Q1",NA,"Mint"
"4777","Q4",NA,"Mint"
"4778","Q4",NA,"Mint"
"4779","Q7",NA,"Mint"
"4780","Q7",NA,"Mint"
"4781","Q1",1,"Mint"
"4782","Q1",1,"Mint"
"4783","Q1",1,"Mint"
"4784","Q1",1,"Mint"
"4785","Q4",NA,"Mint"
"4786","Q4",NA,"Mint"
"4787","Q8",NA,"Mint"
"4788","Q8",NA,"Mint"
"4789","Q2",4,"Mint"
"4790","Q2",4,"Mint"
"4791","Q7",2,"Mint"
"4792","Q7",2,"Mint"
"4793","Q5",2,"Mint"
"4794","Q5",2,"Mint"
"4795","Q3",2,"Mint"
"4796","Q3",2,"Mint"
"4797","Q6",NA,"Mint"
"4798","Q6",NA,"Mint"
"4799","Q3",NA,"Mint"
"4800","Q3",NA,"Mint"
"4801","Q7",NA,"Mint"
"4802","Q7",NA,"Mint"
"4803","Q3",1,"Mint"
"4804","Q3",1,"Mint"
"4805","Q1",NA,"Mint"
"4806","Q1",NA,"Mint"
"4807","Q1",5,"Mint"
"4808","Q1",5,"Mint"
"4809","Q5",NA,"Mint"
"4810","Q5",NA,"Mint"
"4811","Q9",NA,"Mint"
"4812","Q9",NA,"Mint"
"4813","Q10",1,"Mint"
"4814","Q10",1,"Mint"
"4815","Q3",NA,"Mint"
"4816","Q3",NA,"Mint"
"4817","Q10",NA,"Mint"
"4818","Q10",NA,"Mint"
"4819","Q6",NA,"Mint"
"4820","Q6",NA,"Mint"
"4821","Q1",NA,"Mint"
"4822","Q1",NA,"Mint"
"4823","Q7",1,"Mint"
"4824","Q7",1,"Mint"
"4825","Q2",NA,"Mint"
"4826","Q2",NA,"Mint"
"4827","Q10",NA,"Mint"
"4828","Q10",NA,"Mint"
"4829","Q1",NA,"Mint"
"4830","Q1",NA,"Mint"
"4831","Q6",NA,"Mint"
"4832","Q6",NA,"Mint"
"4833","Q2",1,"Mint"
"4834","Q2",1,"Mint"
"4835","Q10",1,"Mint"
"4836","Q10",1,"Mint"
"4837","Q5",NA,"Mint"
"4838","Q5",NA,"Mint"
"4839","Q6",1,"Mint"
"4840","Q6",1,"Mint"
"4841","Q4",4,"Mint"
"4842","Q4",4,"Mint"
"4843","Q8",4,"Mint"
"4844","Q8",4,"Mint"
"4845","Q9",1,"Mint"
"4846","Q9",1,"Mint"
"4847","Q7",NA,"Mint"
"4848","Q7",NA,"Mint"
"4849","Q9",NA,"Mint"
"4850","Q9",NA,"Mint"
"4851","Q5",NA,"Mint"
"4852","Q5",NA,"Mint"
"4853","Q2",NA,"Mint"
"4854","Q2",NA,"Mint"
"4855","Q10",NA,"Mint"
"4856","Q10",NA,"Mint"
"4857","Q9",1,"Mint"
"4858","Q9",1,"Mint"
"4859","Q6",NA,"Mint"
"4860","Q6",NA,"Mint"
"4861","Q5",NA,"Mint"
"4862","Q5",NA,"Mint"
"4863","Q4",2,"Mint"
"4864","Q4",2,"Mint"
"4865","Q7",NA,"Mint"
"4866","Q7",NA,"Mint"
"4867","Q5",NA,"Mint"
"4868","Q5",NA,"Mint"
"4869","Q8",NA,"Mint"
"4870","Q8",NA,"Mint"
"4871","Q8",NA,"Mint"
"4872","Q8",NA,"Mint"
"4873","Q8",NA,"Mint"
"4874","Q8",NA,"Mint"
"4875","Q7",NA,"Mint"
"4876","Q7",NA,"Mint"
"4877","Q3",1,"Mint"
"4878","Q3",1,"Mint"
"4879","Q6",1,"Mint"
"4880","Q6",1,"Mint"
"4881","Q6",1,"Mint"
"4882","Q6",1,"Mint"
"4883","Q1",NA,"Mint"
"4884","Q1",NA,"Mint"
"4885","Q5",1,"Mint"
"4886","Q5",1,"Mint"
"4887","Q8",NA,"Mint"
"4888","Q8",NA,"Mint"
"4889","Q8",NA,"Mint"
"4890","Q8",NA,"Mint"
"4891","Q8",NA,"Mint"
"4892","Q8",NA,"Mint"
"4893","Q3",1,"Mint"
"4894","Q3",1,"Mint"
"4895","Q10",NA,"Mint"
"4896","Q10",NA,"Mint"
"4897","Q6",NA,"Mint"
"4898","Q6",NA,"Mint"
"4899","Q7",NA,"Mint"
"4900","Q7",NA,"Mint"
"4901","Q3",NA,"Mint"
"4902","Q3",NA,"Mint"
"4903","Q9",NA,"Mint"
"4904","Q9",NA,"Mint"
"4905","Q1",NA,"Mint"
"4906","Q1",NA,"Mint"
"4907","Q1",NA,"Mint"
"4908","Q1",NA,"Mint"
"4909","Q9",2,"Mint"
"4910","Q9",2,"Mint"
"4911","Q10",1,"Mint"
"4912","Q10",1,"Mint"
"4913","Q4",NA,"Mint"
"4914","Q4",NA,"Mint"
"4915","Q7",NA,"Mint"
"4916","Q7",NA,"Mint"
"4917","Q4",1,"Mint"
"4918","Q4",1,"Mint"
"4919","Q10",1,"Mint"
"4920","Q10",1,"Mint"
"4921","Q8",NA,"Mint"
"4922","Q8",NA,"Mint"
"4923","Q4",NA,"Mint"
"4924","Q4",NA,"Mint"
"4925","Q4",NA,"Mint"
"4926","Q4",NA,"Mint"
"4927","Q5",NA,"Mint"
"4928","Q5",NA,"Mint"
"4929","Q8",2,"Mint"
"4930","Q8",2,"Mint"
"4931","Q2",1,"Mint"
"4932","Q2",1,"Mint"
"4933","Q4",NA,"Mint"
"4934","Q4",NA,"Mint"
"4935","Q5",NA,"Mint"
"4936","Q5",NA,"Mint"
"4937","Q2",NA,"Mint"
"4938","Q2",NA,"Mint"
"4939","Q5",1,"Mint"
"4940","Q5",1,"Mint"
"4941","Q10",NA,"Mint"
"4942","Q10",NA,"Mint"
"4943","Q9",1,"Mint"
"4944","Q9",1,"Mint"
"4945","Q9",NA,"Mint"
"4946","Q9",NA,"Mint"
"4947","Q10",NA,"Mint"
"4948","Q10",NA,"Mint"
"4949","Q9",NA,"Mint"
"4950","Q9",NA,"Mint"
"4951","Q2",NA,"Mint"
"4952","Q2",NA,"Mint"
"4953","Q7",NA,"Mint"
"4954","Q7",NA,"Mint"
"4955","Q6",NA,"Mint"
"4956","Q6",NA,"Mint"
"4957","Q9",1,"Mint"
"4958","Q9",1,"Mint"
"4959","Q6",2,"Mint"
"4960","Q6",2,"Mint"
"4961","Q2",NA,"Mint"
"4962","Q10",NA,"Mint"
"4963","Q1",1,"Mint"
"4964","Q2",NA,"Mint"
"4965","Q6",NA,"Mint"
"4966","Q9",NA,"Mint"
"4967","Q5",NA,"Mint"
"4968","Q2",NA,"Mint"
"4969","Q8",NA,"Mint"
"4970","Q10",NA,"Mint"
"4971","Q4",NA,"Mint"
"4972","Q8",1,"Mint"
"4973","Q7",1,"Mint"
"4974","Q3",1,"Mint"
"4975","Q5",NA,"Mint"
"4976","Q1",NA,"Mint"
"4977","Q4",NA,"Mint"
"4978","Q4",NA,"Mint"
"4979","Q1",NA,"Mint"
"4980","Q9",NA,"Mint"
"4981","Q5",NA,"Mint"
"4982","Q5",1,"Mint"
"4983","Q1",NA,"Mint"
"4984","Q8",NA,"Mint"
"4985","Q6",NA,"Mint"
"4986","Q3",NA,"Mint"
"4987","Q3",NA,"Mint"
"4988","Q6",2,"Mint"
"4989","Q8",NA,"Mint"
"4990","Q4",NA,"Mint"
"4991","Q8",NA,"Mint"
"4992","Q1",NA,"Mint"
"4993","Q7",1,"Mint"
"4994","Q10",1,"Mint"
"4995","Q1",NA,"Mint"
"4996","Q5",NA,"Mint"
"4997","Q6",NA,"Mint"
"4998","Q2",NA,"Mint"
"4999","Q9",NA,"Mint"
"5000","Q7",NA,"Mint"
"5001","Q1",NA,"Mint"
"5002","Q1",NA,"Mint"
"5003","Q4",1,"Mint"
"5004","Q9",NA,"Mint"
"5005","Q3",2,"Mint"
"5006","Q7",NA,"Mint"
"5007","Q10",NA,"Mint"
"5008","Q2",NA,"Mint"
"5009","Q1",NA,"Mint"
"5010","Q7",NA,"Mint"
"5011","Q9",1,"Mint"
"5012","Q6",2,"Mint"
"5013","Q3",NA,"Mint"
"5014","Q9",NA,"Mint"
"5015","Q2",NA,"Mint"
"5016","Q10",NA,"Mint"
"5017","Q3",1,"Mint"
"5018","Q7",NA,"Mint"
"5019","Q1",NA,"Mint"
"5020","Q7",NA,"Mint"
"5021","Q4",NA,"Mint"
"5022","Q10",NA,"Mint"
"5023","Q7",NA,"Mint"
"5024","Q10",1,"Mint"
"5025","Q8",1,"Mint"
"5026","Q10",NA,"Mint"
"5027","Q5",NA,"Mint"
"5028","Q10",NA,"Mint"
"5029","Q5",NA,"Mint"
"5030","Q6",NA,"Mint"
"5031","Q5",NA,"Mint"
"5032","Q6",NA,"Mint"
"5033","Q3",NA,"Mint"
"5034","Q5",NA,"Mint"
"5035","Q2",NA,"Mint"
"5036","Q5",NA,"Mint"
"5037","Q5",NA,"Mint"
"5038","Q6",1,"Mint"
"5039","Q1",NA,"Mint"
"5040","Q6",NA,"Mint"
"5041","Q5",NA,"Mint"
"5042","Q3",NA,"Mint"
"5043","Q8",NA,"Mint"
"5044","Q3",NA,"Mint"
"5045","Q10",1,"Mint"
"5046","Q9",1,"Mint"
"5047","Q8",1,"Mint"
"5048","Q7",2,"Mint"
"5049","Q8",NA,"Mint"
"5050","Q3",NA,"Mint"
"5051","Q9",2,"Mint"
"5052","Q9",NA,"Mint"
"5053","Q4",NA,"Mint"
"5054","Q8",NA,"Mint"
"5055","Q2",NA,"Mint"
"5056","Q1",NA,"Mint"
"5057","Q4",NA,"Mint"
"5058","Q8",NA,"Mint"
"5059","Q2",NA,"Mint"
"5060","Q8",NA,"Mint"
"5061","Q6",NA,"Mint"
"5062","Q4",NA,"Mint"
"5063","Q4",NA,"Mint"
"5064","Q2",NA,"Mint"
"5065","Q2",NA,"Mint"
"5066","Q7",NA,"Mint"
"5067","Q4",NA,"Mint"
"5068","Q1",NA,"Mint"
"5069","Q5",NA,"Mint"
"5070","Q2",NA,"Mint"
"5071","Q3",NA,"Mint"
"5072","Q9",NA,"Mint"
"5073","Q8",NA,"Mint"
"5074","Q6",NA,"Mint"
"5075","Q7",1,"Mint"
"5076","Q1",NA,"Mint"
"5077","Q1",NA,"Mint"
"5078","Q9",NA,"Mint"
"5079","Q9",NA,"Mint"
"5080","Q2",1,"Mint"
"5081","Q6",NA,"Mint"
"5082","Q2",NA,"Mint"
"5083","Q4",1,"Mint"
"5084","Q3",NA,"Mint"
"5085","Q5",1,"Mint"
"5086","Q3",NA,"Mint"
"5087","Q9",NA,"Mint"
"5088","Q1",NA,"Mint"
"5089","Q7",NA,"Mint"
"5090","Q3",1,"Mint"
"5091","Q2",NA,"Mint"
"5092","Q6",NA,"Mint"
"5093","Q7",NA,"Mint"
"5094","Q9",NA,"Mint"
"5095","Q6",NA,"Mint"
"5096","Q10",NA,"Mint"
"5097","Q2",NA,"Mint"
"5098","Q3",NA,"Mint"
"5099","Q2",NA,"Mint"
"5100","Q1",NA,"Mint"
"5101","Q9",1,"Mint"
"5102","Q6",1,"Mint"
"5103","Q1",NA,"Mint"
"5104","Q5",NA,"Mint"
"5105","Q10",NA,"Mint"
"5106","Q5",NA,"Mint"
"5107","Q3",4,"Mint"
"5108","Q8",NA,"Mint"
"5109","Q3",1,"Mint"
"5110","Q5",NA,"Mint"
"5111","Q7",NA,"Mint"
"5112","Q10",NA,"Mint"
"5113","Q9",NA,"Mint"
"5114","Q4",NA,"Mint"
"5115","Q10",NA,"Mint"
"5116","Q8",NA,"Mint"
"5117","Q4",NA,"Mint"
"5118","Q6",NA,"Mint"
"5119","Q1",NA,"Mint"
"5120","Q6",3,"Mint"
"5121","Q8",NA,"Mint"
"5122","Q9",NA,"Mint"
"5123","Q3",1,"Mint"
"5124","Q10",NA,"Mint"
"5125","Q9",NA,"Mint"
"5126","Q10",NA,"Mint"
"5127","Q2",NA,"Mint"
"5128","Q5",NA,"Mint"
"5129","Q7",NA,"Mint"
"5130","Q1",NA,"Mint"
"5131","Q2",NA,"Mint"
"5132","Q4",NA,"Mint"
"5133","Q8",NA,"Mint"
"5134","Q7",NA,"Mint"
"5135","Q7",NA,"Mint"
"5136","Q1",NA,"Mint"
"5137","Q7",NA,"Mint"
"5138","Q8",NA,"Mint"
"5139","Q7",NA,"Mint"
"5140","Q8",NA,"Mint"
"5141","Q7",NA,"Mint"
"5142","Q1",NA,"Mint"
"5143","Q2",NA,"Mint"
"5144","Q4",2,"Mint"
"5145","Q7",NA,"Mint"
"5146","Q3",NA,"Mint"
"5147","Q3",1,"Mint"
"5148","Q10",1,"Mint"
"5149","Q10",NA,"Mint"
"5150","Q10",NA,"Mint"
"5151","Q1",NA,"Mint"
"5152","Q6",NA,"Mint"
"5153","Q5",NA,"Mint"
"5154","Q3",NA,"Mint"
"5155","Q4",NA,"Mint"
"5156","Q2",1,"Mint"
"5157","Q6",NA,"Mint"
"5158","Q3",1,"Mint"
"5159","Q6",NA,"Mint"
"5160","Q5",NA,"Mint"
"5161","Q5",1,"Mint"
"5162","Q6",NA,"Mint"
"5163","Q10",NA,"Mint"
"5164","Q9",NA,"Mint"
"5165","Q5",NA,"Mint"
"5166","Q2",1,"Mint"
"5167","Q6",NA,"Mint"
"5168","Q2",NA,"Mint"
"5169","Q9",3,"Mint"
"5170","Q2",NA,"Mint"
"5171","Q4",NA,"Mint"
"5172","Q4",NA,"Mint"
"5173","Q5",NA,"Mint"
"5174","Q9",2,"Mint"
"5175","Q4",NA,"Mint"
"5176","Q6",NA,"Mint"
"5177","Q7",NA,"Mint"
"5178","Q4",NA,"Mint"
"5179","Q6",1,"Mint"
"5180","Q5",1,"Mint"
"5181","Q8",NA,"Mint"
"5182","Q1",NA,"Mint"
"5183","Q4",NA,"Mint"
"5184","Q4",1,"Mint"
"5185","Q8",NA,"Mint"
"5186","Q3",NA,"Mint"
"5187","Q4",NA,"Mint"
"5188","Q2",NA,"Mint"
"5189","Q10",NA,"Mint"
"5190","Q9",NA,"Mint"
"5191","Q7",NA,"Mint"
"5192","Q8",NA,"Mint"
"5193","Q3",3,"Mint"
"5194","Q1",NA,"Mint"
"5195","Q1",NA,"Mint"
"5196","Q2",NA,"Mint"
"5197","Q5",1,"Mint"
"5198","Q8",2,"Mint"
"5199","Q10",NA,"Mint"
"5200","Q5",NA,"Mint"
"5201","Q9",1,"Mint"
"5202","Q7",NA,"Mint"
"5203","Q4",1,"Mint"
"5204","Q9",NA,"Mint"
"5205","Q2",1,"Mint"
"5206","Q8",NA,"Mint"
"5207","Q6",NA,"Mint"
"5208","Q6",NA,"Mint"
"5209","Q3",NA,"Mint"
"5210","Q9",NA,"Mint"
"5211","Q10",NA,"Mint"
"5212","Q7",NA,"Mint"
"5213","Q5",NA,"Mint"
"5214","Q2",NA,"Mint"
"5215","Q9",NA,"Mint"
"5216","Q10",1,"Mint"
"5217","Q7",NA,"Mint"
"5218","Q8",NA,"Mint"
"5219","Q3",NA,"Mint"
"5220","Q3",NA,"Mint"
"5221","Q10",1,"Mint"
"5222","Q7",NA,"Mint"
"5223","Q4",NA,"Mint"
"5224","Q6",NA,"Mint"
"5225","Q9",NA,"Mint"
"5226","Q8",NA,"Mint"
"5227","Q4",NA,"Mint"
"5228","Q10",NA,"Mint"
"5229","Q9",1,"Mint"
"5230","Q2",NA,"Mint"
"5231","Q5",NA,"Mint"
"5232","Q3",NA,"Mint"
"5233","Q8",NA,"Mint"
"5234","Q4",NA,"Mint"
"5235","Q8",NA,"Mint"
"5236","Q10",NA,"Mint"
"5237","Q1",NA,"Mint"
"5238","Q1",NA,"Mint"
"5239","Q10",NA,"Mint"
"5240","Q7",NA,"Mint"
"5241","Q1",NA,"Mint"
"5242","Q4",NA,"Mint"
"5243","Q8",5,"Mint"
"5244","Q6",NA,"Mint"
"5245","Q7",NA,"Mint"
"5246","Q10",NA,"Mint"
"5247","Q3",NA,"Mint"
"5248","Q9",1,"Mint"
"5249","Q5",NA,"Mint"
"5250","Q6",NA,"Mint"
"5251","Q7",NA,"Poaceae"
"5252","Q5",NA,"Poaceae"
"5253","Q8",NA,"Poaceae"
"5254","Q1",2,"Poaceae"
"5255","Q2",2,"Poaceae"
"5256","Q10",NA,"Poaceae"
"5257","Q3",1,"Poaceae"
"5258","Q6",NA,"Poaceae"
"5259","Q9",4,"Poaceae"
"5260","Q4",NA,"Poaceae"
"5261","Q2",NA,"Grass"
"5262","Q2",NA,"Grass"
"5263","Q4",4,"Grass"
"5264","Q4",4,"Grass"
"5265","Q3",5,"Grass"
"5266","Q3",5,"Grass"
"5267","Q9",NA,"Grass"
"5268","Q9",NA,"Grass"
"5269","Q8",NA,"Grass"
"5270","Q8",NA,"Grass"
"5271","Q6",1,"Grass"
"5272","Q6",1,"Grass"
"5273","Q5",4,"Grass"
"5274","Q5",4,"Grass"
"5275","Q8",5,"Grass"
"5276","Q8",5,"Grass"
"5277","Q9",3,"Grass"
"5278","Q9",3,"Grass"
"5279","Q7",1,"Grass"
"5280","Q7",1,"Grass"
"5281","Q2",NA,"Grass"
"5282","Q2",NA,"Grass"
"5283","Q4",NA,"Grass"
"5284","Q4",NA,"Grass"
"5285","Q10",NA,"Grass"
"5286","Q10",NA,"Grass"
"5287","Q5",NA,"Grass"
"5288","Q5",NA,"Grass"
"5289","Q10",2,"Grass"
"5290","Q10",2,"Grass"
"5291","Q1",NA,"Grass"
"5292","Q1",NA,"Grass"
"5293","Q3",NA,"Grass"
"5294","Q3",NA,"Grass"
"5295","Q6",2,"Grass"
"5296","Q6",2,"Grass"
"5297","Q7",NA,"Grass"
"5298","Q7",NA,"Grass"
"5299","Q1",NA,"Grass"
"5300","Q1",NA,"Grass"
"5301","Q7",NA,"Grass"
"5302","Q5",NA,"Grass"
"5303","Q1",NA,"Grass"
"5304","Q9",NA,"Grass"
"5305","Q10",NA,"Grass"
"5306","Q8",NA,"Grass"
"5307","Q1",3,"Grass"
