"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Coefficient of Conservatism","Planted Date","Seed Vendor"
"226","Furnas11008","Salsola tragus","SP3Schluntz14.84",NA,NA,NA,NA,2,NA,5,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"227","Furnas11008","Elymus canadensis","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"228","Furnas11008","Helianthus annuus","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"229","Furnas11008","Thlaspi arvense","SP2Schluntz14.84",3,1,1,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,NA,4,NA,1,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"230","Furnas11008","Conyza canadensis","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"231","Furnas11008","Cannabis sativa","SP2Schluntz14.84",3,NA,5,NA,2,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"232","Furnas11008","Conyza canadensis","SP2Schluntz14.84",6,NA,1,NA,3,NA,1,NA,1,NA,2,NA,4,NA,3,NA,4,NA,1,NA,2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"233","Furnas11008","Cannabis sativa","SP3Schluntz14.84",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"234","Furnas11008","Rudbeckia hirta","F1Schluntz14.84",3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,5,NA,NA,NA,3,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"235","Furnas11008","Ambrosia trifida","SP2Schluntz14.84",NA,NA,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"236","Furnas11008","Melilotus officinalis","SP1Schluntz14.84",5,1,2,NA,3,NA,1,NA,4,NA,5,NA,5,NA,2,NA,2,NA,4,NA,1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"237","Furnas11008","Ratibida pinnata","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"238","Furnas11008","Asclepias syriaca","SP1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"239","Furnas11008","Schizachyrium scoparium","F1Schluntz14.84",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"240","Furnas11008","Schizachyrium scoparium","F2Schluntz14.84",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"241","Furnas11008","Ambrosia psilostachya","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"242","Furnas11008","Bare Ground","SP3Schluntz14.84",2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"243","Furnas11008","Salsola tragus","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"244","Furnas11008","Oxalis stricta","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"245","Furnas11008","Monarda fistulosa","SP3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"246","Furnas11008","Nepeta cataria","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"247","Furnas11008","Ratibida pinnata","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"248","Furnas11008","Bare Ground","SP1Schluntz14.84",2,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"249","Furnas11008","Rudbeckia hirta","SP3Schluntz14.84",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"250","Furnas11008","Ratibida pinnata","F2Schluntz14.84",3,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"251","Furnas11008","Pascopyrum smithii","SP3Schluntz14.84",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"3",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"252","Furnas11008","Bouteloua curtipendula","F1Schluntz14.84",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"253","Furnas11008","Lactuca serriola","SP3Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,1,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"254","Furnas11008","Ambrosia psilostachya","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,1,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"255","Furnas11008","Verbena stricta","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"2",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"256","Furnas11008","Cannabis sativa","SP1Schluntz14.84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"257","Furnas11008","Monarda fistulosa","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"258","Furnas11008","Conyza canadensis","SP3Schluntz14.84",1,NA,1,NA,3,NA,NA,NA,5,NA,3,NA,4,NA,1,NA,NA,NA,1,NA,3,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"259","Furnas11008","Chenopodium album","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"260","Furnas11008","Schizachyrium scoparium","SP1Schluntz14.84",NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"261","Furnas11008","Salvia azurea","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"6",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"262","Furnas11008","Schizachyrium scoparium","SP3Schluntz14.84",2,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,1,NA,3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"263","Furnas11008","Melilotus officinalis","SP3Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"264","Furnas11008","Sorghastrum nutans","SP3Schluntz14.84",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"265","Furnas11008","Bare Ground","SP2Schluntz14.84",1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,2,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"266","Furnas11008","Monarda fistulosa","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"267","Furnas11008","Urtica dioca","SP2Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"268","Furnas11008","Elymus canadensis","SP3Schluntz14.84",1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,3,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"269","Furnas11008","Ratibida pinnata","F1Schluntz14.84",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"270","Furnas11008","Lactuca serriola","SP1Schluntz14.84",1,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,2,NA,1,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"271","Furnas11008","Litter","SP3Schluntz14.84",4,NA,5,NA,4,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,3,2018-05-30,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"272","Furnas11008","Litter","F1Schluntz14.84",5,NA,5,NA,6,NA,6,NA,6,NA,5,NA,6,NA,6,NA,5,NA,6,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"273","Furnas11008","Helianthus annuus","SP3Schluntz14.84",1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"274","Furnas11008","Andropogon gerardii","F2Schluntz14.84",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"275","Furnas11008","Monarda citriodora","SP3Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2018-05-30,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"276","Furnas11008","Lactuca serriola","F2Schluntz14.84",NA,NA,2,NA,1,NA,NA,NA,3,NA,5,NA,2,NA,1,NA,NA,NA,3,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"277","Furnas11008","Verbascum thapsus","F1Schluntz14.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"278","Furnas11008","Monarda fistulosa","F1Schluntz14.84",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"279","Furnas11008","Bare Ground","F1Schluntz14.84",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-28,NA,2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"280","Furnas11008","Cannabis sativa","F2Schluntz14.84",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA,2,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"281","Furnas11008","Lactuca serriola","F1Schluntz14.84",NA,NA,NA,NA,4,NA,3,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,"*",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006"
"282","Gage11018A","Pycnanthemum virginianum","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"6",NA,NA
"283","Gage11018A","Solanum carolinense","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"2",NA,NA
"284","Gage11018A","Bouteloua curtipendula","F1Fossler",2,NA,NA,NA,NA,NA,4,NA,4,NA,2,NA,NA,NA,2,NA,4,NA,NA,NA,1,2018-10-23,"5",NA,NA
"285","Gage11018A","Litter","SP2Fossler",5,NA,6,NA,6,NA,6,NA,5,NA,3,NA,6,NA,6,NA,6,NA,6,NA,2,2018-06-12,NA,NA,NA
"286","Gage11018A","Ratibida columnifera","SP1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA
"287","Gage11018A","Bouteloua curtipendula","F2Fossler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,2018-10-23,"5",NA,NA
"288","Gage11018A","Conyza canadensis","SP2Fossler",3,NA,NA,NA,1,NA,2,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,2,NA,2,2018-06-12,"0",NA,NA
"289","Gage11018A","Asclepias syriaca","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"1",NA,NA
"290","Gage11018A","Conyza canadensis","SP1Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"0",NA,NA
"291","Gage11018A","Monarda citriodora","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"*",NA,NA
"292","Gage11018A","Ambrosia trifida","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,3,NA,1,2018-06-12,"0",NA,NA
"293","Gage11018A","Chamaecrista fasciculata","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",NA,NA
"294","Gage11018A","Ambrosia trifida","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-06-12,"0",NA,NA
"295","Gage11018A","Juniperus virginiana","F1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",NA,NA
"296","Gage11018A","Monarda citriodora","SP1Fossler",NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,2,1,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",NA,NA
"297","Gage11018A","Monarda citriodora","F1Fossler",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-10-23,"*",NA,NA
"298","Gage11018A","Zizia aurea","F1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,"6",NA,NA
"299","Gage11018A","Chamaecrista fasciculata","SP1Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"1",NA,NA
"300","Gage11018A","Erigeron annuus","SP2Fossler",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"1",NA,NA
"301","Gage11018A","Lactuca ludoviciana","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"3",NA,NA
"302","Gage11018A","Solidago canadensis","F2Fossler",1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2018-10-23,"2",NA,NA
"303","Gage11018A","Lactuca ludoviciana","SP1Fossler",2,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"3",NA,NA
"304","Gage11018A","Bromus tectorum","F1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA
"305","Gage11018A","Schizachyrium scoparium","F2Fossler",NA,NA,3,NA,3,NA,3,NA,4,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"4",NA,NA
"306","Gage11018A","Lactuca serriola","SP2Fossler",1,NA,NA,NA,2,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"*",NA,NA
"307","Gage11018A","Solidago canadensis","SP1Fossler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,3,NA,1,2018-06-12,"2",NA,NA
"308","Gage11018A","Echinacea pallida","F1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"7",NA,NA
"309","Gage11018A","Rudbeckia hirta","F2Fossler",2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"4",NA,NA
"310","Gage11018A","Echinacea purpurea","SP1Fossler",NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"*",NA,NA
"311","Gage11018A","Echinacea purpurea","F1Fossler",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA
"312","Gage11018A","Monarda fistulosa","SP2Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"4",NA,NA
"313","Gage11018A","Asclepias syriaca","F2Fossler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"1",NA,NA
"314","Gage11018A","Solidago missouriensis","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"5",NA,NA
"315","Gage11018A","Asclepias syriaca","F1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-10-23,"1",NA,NA
"316","Gage11018A","Bare Ground","F1Fossler",1,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,NA,NA,NA
"317","Gage11018A","Rudbeckia hirta","SP1Fossler",4,1,2,1,1,NA,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"4",NA,NA
"318","Gage11018A","Lepidium densiflorum","SP2Fossler",NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",NA,NA
"319","Gage11018A","Chamaecrista fasciculata","F1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"1",NA,NA
"320","Gage11018A","Erigeron annuus","F2Fossler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"1",NA,NA
"321","Gage11018A","Lepidium densiflorum","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,"0",NA,NA
"322","Gage11018A","Erigeron annuus","F1Fossler",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,1,2018-10-23,"1",NA,NA
"323","Gage11018A","Erigeron annuus","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2018-06-12,"1",NA,NA
"324","Gage11018A","Litter","F2Fossler",5,NA,6,NA,6,NA,5,NA,6,NA,6,NA,4,NA,5,NA,5,NA,5,NA,2,2018-10-23,NA,NA,NA
"325","Gage11018A","Oxalis stricta","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",NA,NA
"326","Gage11018A","Bare Ground","F2Fossler",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,NA,2,2018-10-23,NA,NA,NA
"327","Gage11018A","Solidago canadensis","SP2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,2,2018-06-12,"2",NA,NA
"328","Gage11018A","Ratibida columnifera","SP2Fossler",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"4",NA,NA
"329","Gage11018A","Eupatorium altissimum","F1Fossler",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"3",NA,NA
"330","Gage11018A","Sporobolus compositus","SP1Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"3",NA,NA
"331","Gage11018A","Schizachyrium scoparium","F1Fossler",NA,NA,1,NA,2,NA,4,NA,4,NA,2,NA,NA,NA,2,NA,4,NA,4,NA,1,2018-10-23,"4",NA,NA
"332","Gage11018A","Symphyotrichum laeve","F1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"5",NA,NA
"333","Gage11018A","Bare Ground","SP1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-06-12,NA,NA,NA
"334","Gage11018A","Rudbeckia hirta","F1Fossler",NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,2018-10-23,"4",NA,NA
"335","Gage11018A","Bare Ground","SP2Fossler",1,NA,1,NA,1,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,NA,NA,NA
"336","Gage11018A","Taraxacum officinale","F1Fossler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"*",NA,NA
"337","Gage11018A","Galium aparine","SP2Fossler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"0",NA,NA
"338","Gage11018A","Symphyotrichum laeve","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,NA,NA,NA,1,2018-06-12,"5",NA,NA
"339","Gage11018A","Taraxacum officinale","SP2Fossler",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"*",NA,NA
"340","Gage11018A","Zizia aurea","F2Fossler",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-10-23,"6",NA,NA
"341","Gage11018A","Sorghastrum nutans","SP1Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"5",NA,NA
"342","Gage11018A","Heliopsis helianthoides","F2Fossler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,2018-10-23,"4",NA,NA
"343","Gage11018A","Triodanis perfoliata","SP2Fossler",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"2",NA,NA
