"","Field ID","Species","Visit ID","Q1","Q1FC","Q2","Q2FC","Q3","Q3FC","Q4","Q4FC","Q5","Q5FC","Q6","Q6FC","Q7","Q7FC","Q8","Q8FC","Q9","Q9FC","Q10","Q10FC","Transect","Date","Observer","Surrounding Landscape","Notes","Coefficient of Conservatism","Common Name","Region","Field acres","County","Planted Date","Planting method","# of species planted","Pure Live Seed lbs/acre","Previous cover","Seed Vendor","Established"
"505","Gage11060","Bromus tectorum","SP2Seitz",NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"RP","N-smooth brome roadside, E-driveway treeline (spruce)-house, S-grassed waterway smooth brome and phalaris, other CRP, W-grassed waterway smooth brome and phalaris-rowcrop","Yellow sweet clover heavy on NE corner of planting, more smooth brome and downy brome on south side but still good establishment","*","downy brome","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"506","Gage11060","Litter","F1Seitz",5,NA,6,NA,6,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,6,NA,1,2018-10-23,"RP","Same as SP2Seitz",NA,NA,NA,"SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"507","Gage11060","Symphyotrichum novae-angliae","SP2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"RP","N-smooth brome roadside, E-driveway treeline (spruce)-house, S-grassed waterway smooth brome and phalaris, other CRP, W-grassed waterway smooth brome and phalaris-rowcrop","Yellow sweet clover heavy on NE corner of planting, more smooth brome and downy brome on south side but still good establishment","4","New England aster","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"508","Gage11060","Rudbeckia hirta","SP1Seitz",2,2,2,1,2,1,NA,NA,2,2,1,NA,1,1,1,NA,1,NA,1,1,1,2018-06-12,"RP","Same as SP2Seitz","This is what we should strive for (minus the non-natives)","4","black-eyed Susan","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"509","Gage11060","Chloris verticillata","F2Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-10-23,"RP","Same as SP2Seitz",NA,"0","tumble windmill grass","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"510","Gage11060","Bromus tectorum","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-06-12,"RP","Same as SP2Seitz","This is what we should strive for (minus the non-natives)","*","downy brome","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"511","Gage11060","Hordeum pusillum","SP2Seitz",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"RP","N-smooth brome roadside, E-driveway treeline (spruce)-house, S-grassed waterway smooth brome and phalaris, other CRP, W-grassed waterway smooth brome and phalaris-rowcrop","Yellow sweet clover heavy on NE corner of planting, more smooth brome and downy brome on south side but still good establishment","1","little barley","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"512","Gage11060","Rudbeckia hirta","SP2Seitz",1,1,2,1,1,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-06-12,"RP","N-smooth brome roadside, E-driveway treeline (spruce)-house, S-grassed waterway smooth brome and phalaris, other CRP, W-grassed waterway smooth brome and phalaris-rowcrop","Yellow sweet clover heavy on NE corner of planting, more smooth brome and downy brome on south side but still good establishment","4","black-eyed Susan","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"513","Gage11060","Ratibida columnifera","SP1Seitz",1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-06-12,"RP","Same as SP2Seitz","This is what we should strive for (minus the non-natives)","4","upright prairie-coneflower","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"514","Gage11060","Poa pratensis","SP1Seitz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-06-12,"RP","Same as SP2Seitz","This is what we should strive for (minus the non-natives)","*","Kentucky bluegrass","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"515","Gage11060","Litter","F2Seitz",6,NA,5,NA,4,NA,5,NA,6,NA,4,NA,4,NA,5,NA,5,NA,4,NA,2,2018-10-23,"RP","Same as SP2Seitz",NA,NA,NA,"SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"516","Gage11060","Solidago canadensis","SP2Seitz",NA,NA,NA,NA,3,NA,NA,NA,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-06-12,"RP","N-smooth brome roadside, E-driveway treeline (spruce)-house, S-grassed waterway smooth brome and phalaris, other CRP, W-grassed waterway smooth brome and phalaris-rowcrop","Yellow sweet clover heavy on NE corner of planting, more smooth brome and downy brome on south side but still good establishment","2","Canada goldenrod","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"517","Gage11060","Rudbeckia hirta","F1Seitz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-23,"RP","Same as SP2Seitz",NA,"4","black-eyed Susan","SE",2.47,"Gage",2015-02-24,"Drill","41","2.386","Harvested soybean stubble","Stock Seed","Success"
"518","Harlan11007A","Trifolium pratense","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","*","red clover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Harlan11007A","Andropogon gerardii","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","5","big bluestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Harlan11007A","Ratibida columnifera","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","4","upright prairie-coneflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Harlan11007A","Descurainia pinnata","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","0","pinnata tansy mustard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Harlan11007A","Bouteloua curtipendula","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"5","sideoats grama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Harlan11007A","Conyza canadensis","SP1Lutjeharms4.6",1,NA,2,NA,5,NA,2,NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,1,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","0","horseweed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Harlan11007A","Conyza canadensis","SP2Lutjeharms4.6",1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","0","horseweed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Harlan11007A","Setaria sp.","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Harlan11007A","Setaria sp.","F2Lutjeharms4.6",1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Harlan11007A","Bromus inermis","SP2Lutjeharms4.6",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","smooth brome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Harlan11007A","Monarda citriodora","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","*","lemon bee-balm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Harlan11007A","Verbascum thapsus","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","*","common mullein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Harlan11007A","Monarda citriodora","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"*","lemon bee-balm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Harlan11007A","Bare Ground","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Harlan11007A","Rudbeckia hirta","SP2Lutjeharms4.6",2,NA,1,NA,1,NA,1,NA,NA,NA,2,NA,2,NA,1,NA,1,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","4","black-eyed Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Harlan11007A","Rudbeckia hirta","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,6,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","black-eyed Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Harlan11007A","Monarda fistulosa","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","4","wild-bergamot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Harlan11007A","Litter","F2Lutjeharms4.6",5,NA,5,NA,6,NA,5,NA,6,NA,5,NA,5,NA,6,NA,5,NA,6,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Harlan11007A","Ratibida pinnata","SP1Lutjeharms4.6",3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,1,NA,NA,NA,2,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","4","gray-head prairie-coneflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Harlan11007A","Lepidium densiflorum","SP2Lutjeharms4.6",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","0","prairie pepper-grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Harlan11007A","Bare Ground","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Harlan11007A","Bare Ground","F1Lutjeharms4.6",1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Harlan11007A","Ratibida pinnata","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","gray-head prairie-coneflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Harlan11007A","Sorghastrum nutans","F1Lutjeharms4.6",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"5","Indian grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Harlan11007A","Oxalis stricta","F2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"0","yellow wood-sorrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Harlan11007A","Ulmus pumila","F1Lutjeharms4.6",NA,NA,1,NA,1,NA,5,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"*","Siberian elm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Harlan11007A","Schizachyrium scoparium","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","4","little bluestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Harlan11007A","Setaria sp.","F1Lutjeharms4.6",1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Harlan11007A","Ulmus pumila","SP2Lutjeharms4.6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","Siberian elm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Harlan11007A","Rudbeckia hirta","F2Lutjeharms4.6",2,NA,5,NA,2,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2,NA,1,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","black-eyed Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Harlan11007A","Litter","F1Lutjeharms4.6",5,NA,5,NA,6,NA,4,NA,5,NA,6,NA,5,NA,5,NA,5,NA,6,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Harlan11007A","Bare Ground","F2Lutjeharms4.6",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Harlan11007A","Monarda citriodora","SP2Lutjeharms4.6",NA,NA,NA,NA,1,NA,4,NA,NA,NA,1,NA,NA,NA,4,NA,2,NA,1,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","lemon bee-balm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Harlan11007A","Panicum dichotomiflorum","F2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"0","fall panicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Harlan11007A","Gaillardia aristata","F1Lutjeharms4.6",1,NA,2,NA,2,NA,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"*","blanketflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Harlan11007A","Verbascum thapsus","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"*","common mullein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Harlan11007A","Verbascum thapsus","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","common mullein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Harlan11007A","Sorghastrum nutans","SP1Lutjeharms4.6",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","5","Indian grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Harlan11007A","Litter","SP2Lutjeharms4.6",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Harlan11007A","Pseudognaphalium obtusifolium","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"3","fragrant cudweed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Harlan11007A","Trifolium pratense","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","red clover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Harlan11007A","Schizachyrium scoparium","SP1Lutjeharms4.6",NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","4","little bluestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Harlan11007A","Schizachyrium scoparium","F1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","little bluestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Harlan11007A","Ratibida pinnata","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","4","gray-head prairie-coneflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Harlan11007A","Monarda citriodora","F2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"*","lemon bee-balm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Harlan11007A","Conyza canadensis","F2Lutjeharms4.6",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"0","horseweed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Harlan11007A","Rudbeckia hirta","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","4","black-eyed Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Harlan11007A","Schizachyrium scoparium","F2Lutjeharms4.6",NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,3,NA,1,NA,1,NA,5,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","little bluestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Harlan11007A","Monarda fistulosa","F2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","wild-bergamot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Harlan11007A","Litter","SP1Lutjeharms4.6",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Harlan11007A","Sorghastrum nutans","F2Lutjeharms4.6",2,NA,NA,NA,4,NA,4,NA,5,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"5","Indian grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Harlan11007A","Lactuca serriola","SP2Lutjeharms4.6",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","*","prickly lettuce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Harlan11007A","Oxalis stricta","SP1Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2018-05-31,"RP","N-row crop corn, E- tree/shrub line and smooth brome understory, S-mostly cedar tree line, W-mostly cedar tree line","Better grass establishment than many sites, mullein problem - how to control?, lots of cornhusk litter on north side from corn harvest","0","yellow wood-sorrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Harlan11007A","Ratibida pinnata","F2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,2018-09-27,"RP","same as SP1Lutjeharms4.6",NA,"4","gray-head prairie-coneflower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Harlan11007A","Oxalis stricta","SP2Lutjeharms4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2018-05-31,"RP","same as SP1Lutjeharms4.6","Less grass establishment on west side, more tree and weedy grass issues","0","yellow wood-sorrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Harlan11008A","Trifolium pratense","SP2Lutjeharms",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-05-31,"RP","same as SP1Lutjeharms except N-row crop","DID NOT FALL SURVEY-FAIL This plot closer to cedar tree line and mowing and tractor driveway throughout north half of this planting, very weedy, little to no establishment of seeded species, the north end is completely dominated by Kochia scoparia.","*","red clover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Harlan11008A","Conyza canadensis","SP1Lutjeharms",3,NA,2,NA,5,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2018-05-31,"RP","N-cedar tree line, past trees mowed yard and home, E-same as N, S-smooth brome roadside, W-row crop -corn","DID NOT FALL SURVEY-FAIL Heavy litter throughout site (Conyza canadensis and Kochia scoparia stems), laying down- matted. Lots of weed issues (Conyza canadensis, Kochia scoparia), burn for mcm recommended, lacking early bloom species","0","horseweed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Harlan11008A","Litter","SP2Lutjeharms",6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,5,NA,5,NA,6,NA,6,NA,2,2018-05-31,"RP","same as SP1Lutjeharms except N-row crop","DID NOT FALL SURVEY-FAIL This plot closer to cedar tree line and mowing and tractor driveway throughout north half of this planting, very weedy, little to no establishment of seeded species, the north end is completely dominated by Kochia scoparia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
