"SequenceID","FieldID","Species","VisitID","Transect","VisitDate","CoEOfConsvm","PlantedDate","SeedVendor","Quadrant","CoverValue"
"4767","Gage11018A","Monarda fistulosa","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q6",NA
"4768","Gage11018A","Asclepias syriaca","F2Fossler",2,2018-10-23,"1",NA,NA,"Q6",NA
"4769","Gage11018A","Solidago missouriensis","F2Fossler",2,2018-10-23,"5",NA,NA,"Q6",NA
"4770","Gage11018A","Asclepias syriaca","F1Fossler",1,2018-10-23,"1",NA,NA,"Q6",NA
"4772","Gage11018A","Rudbeckia hirta","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q6",2
"4773","Gage11018A","Lepidium densiflorum","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q6",1
"4774","Gage11018A","Chamaecrista fasciculata","F1Fossler",1,2018-10-23,"1",NA,NA,"Q6",1
"4775","Gage11018A","Erigeron annuus","F2Fossler",2,2018-10-23,"1",NA,NA,"Q6",NA
"4776","Gage11018A","Lepidium densiflorum","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q6",NA
"4777","Gage11018A","Erigeron annuus","F1Fossler",1,2018-10-23,"1",NA,NA,"Q6",NA
"4778","Gage11018A","Erigeron annuus","SP1Fossler",1,2018-06-12,"1",NA,NA,"Q6",NA
"4780","Gage11018A","Oxalis stricta","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q6",1
"4782","Gage11018A","Solidago canadensis","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q6",1
"4783","Gage11018A","Ratibida columnifera","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q6",NA
"4784","Gage11018A","Eupatorium altissimum","F1Fossler",1,2018-10-23,"3",NA,NA,"Q6",NA
"4785","Gage11018A","Sporobolus compositus","SP1Fossler",1,2018-06-12,"3",NA,NA,"Q6",NA
"4786","Gage11018A","Schizachyrium scoparium","F1Fossler",1,2018-10-23,"4",NA,NA,"Q6",2
"4787","Gage11018A","Symphyotrichum laeve","F1Fossler",1,2018-10-23,"5",NA,NA,"Q6",NA
"4789","Gage11018A","Rudbeckia hirta","F1Fossler",1,2018-10-23,"4",NA,NA,"Q6",NA
"4792","Gage11018A","Galium aparine","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q6",NA
"4793","Gage11018A","Symphyotrichum laeve","SP1Fossler",1,2018-06-12,"5",NA,NA,"Q6",4
"4795","Gage11018A","Zizia aurea","F2Fossler",2,2018-10-23,"6",NA,NA,"Q6",NA
"4796","Gage11018A","Sorghastrum nutans","SP1Fossler",1,2018-06-12,"5",NA,NA,"Q6",NA
"4797","Gage11018A","Heliopsis helianthoides","F2Fossler",2,2018-10-23,"4",NA,NA,"Q6",NA
"4798","Gage11018A","Triodanis perfoliata","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q6",NA
"4799","Gage11018A","Chloris verticillata","F2Fossler",2,2018-10-23,"0",NA,NA,"Q6",NA
"4800","Gage11018A","Sporobolus compositus","SP2Fossler",2,2018-06-12,"3",NA,NA,"Q6",NA
"4801","Gage11018A","Solidago canadensis","F1Fossler",1,2018-10-23,"2",NA,NA,"Q6",NA
"4802","Gage11018A","Monarda fistulosa","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q6",NA
"4804","Gage11018A","Schizachyrium scoparium","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q6",2
"4806","Gage11018A","Monarda fistulosa","F1Fossler",1,2018-10-23,"4",NA,NA,"Q6",NA
"4807","Gage11018A","Silphium perfoliatum","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q6",1
"4809","Gage11018A","Monarda fistulosa","F2Fossler",2,2018-10-23,"4",NA,NA,"Q6",1
"4810","Gage11018A","Liatris pycnostachya","F2Fossler",2,2018-10-23,"7",NA,NA,"Q6",NA
"4811","Gage11018A","Verbena stricta","F2Fossler",2,2018-10-23,"2",NA,NA,"Q6",NA
"4813","Gage11018A","Symphyotrichum laeve","F2Fossler",2,2018-10-23,"5",NA,NA,"Q6",2
"4815","Gage11018A","Rudbeckia hirta","SP2Fossler",2,2018-06-12,"4",NA,NA,"Q6",NA
"4817","Gage11018A","Pseudognaphalium obtusifolium","F2Fossler",2,2018-10-23,"3",NA,NA,"Q6",NA
"4818","Gage11018A","Schizachyrium scoparium","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q6",NA
"4819","Gage11054","Cirsium altissimum","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4820","Gage11054","Solidago missouriensis","F2Riha",2,2018-10-23,"5",2015-01-24,"Stock Seed","Q6",NA
"4821","Gage11054","Cirsium altissimum","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4822","Gage11054","Juniperus virginiana","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",1
"4823","Gage11054","Andropogon gerardii","SP1Riha",1,2018-06-12,"5",2015-01-24,"Stock Seed","Q6",NA
"4826","Gage11054","Monarda fistulosa","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",NA
"4827","Gage11054","Solanum carolinense","F2Riha",2,2018-10-23,"2",2015-01-24,"Stock Seed","Q6",NA
"4828","Gage11054","Monarda fistulosa","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",3
"4829","Gage11054","Asclepias syriaca","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4832","Gage11054","Chamaecrista fasciculata","F1Riha",1,2018-10-23,"1",2015-01-24,"Stock Seed","Q6",NA
"4833","Gage11054","Schizachyrium scoparium","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",2
"4835","Gage11054","Bouteloua curtipendula","F2Riha",2,2018-10-23,"5",2015-01-24,"Stock Seed","Q6",NA
"4836","Gage11054","Erigeron strigosus","F1Riha",1,2018-10-23,"2",2015-01-24,"Stock Seed","Q6",NA
"4838","Gage11054","Symphyotrichum laeve","F1Riha",1,2018-10-23,"5",2015-01-24,"Stock Seed","Q6",NA
"4841","Gage11054","Eupatorium altissimum","F2Riha",2,2018-10-23,"3",2015-01-24,"Stock Seed","Q6",NA
"4842","Gage11054","Sporobolus compositus","SP1Riha",1,2018-06-12,"3",2015-01-24,"Stock Seed","Q6",NA
"4843","Gage11054","Bouteloua curtipendula","F1Riha",1,2018-10-23,"5",2015-01-24,"Stock Seed","Q6",1
"4845","Gage11054","Ratibida columnifera","F2Riha",2,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",NA
"4846","Gage11054","Chamaecrista fasciculata","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4848","Gage11054","Panicum virgatum","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",NA
"4850","Gage11054","Cirsium altissimum","F2Riha",2,2018-10-23,"1",2015-01-24,"Stock Seed","Q6",NA
"4851","Gage11054","Juniperus virginiana","SP2Riha",2,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4852","Gage11054","Cirsium altissimum","F1Riha",1,2018-10-23,"1",2015-01-24,"Stock Seed","Q6",NA
"4853","Gage11054","Lepidium densiflorum","SP2Riha",2,2018-06-12,"0",2015-01-24,"Stock Seed","Q6",NA
"4856","Gage11054","Schizachyrium scoparium","F2Riha",2,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",2
"4857","Gage11054","Eupatorium altissimum","F1Riha",1,2018-10-23,"3",2015-01-24,"Stock Seed","Q6",NA
"4858","Gage11054","Monarda fistulosa","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",NA
"4860","Gage11054","Conyza canadensis","SP2Riha",2,2018-06-12,"0",2015-01-24,"Stock Seed","Q6",NA
"4861","Gage11054","Lepidium densiflorum","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q6",NA
"4862","Gage11054","Schizachyrium scoparium","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",NA
"4864","Gage11054","Ratibida columnifera","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",NA
"4865","Gage11054","Coreopsis tinctoria","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4866","Gage11054","Chamaecrista fasciculata","SP1Riha",1,2018-06-12,"1",2015-01-24,"Stock Seed","Q6",NA
"4868","Gage11054","Helianthus annuus","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q6",NA
"4869","Gage11054","Ratibida columnifera","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",2
"4874","Gage11054","Dalea candida","SP2Riha",2,2018-06-12,"6",2015-01-24,"Stock Seed","Q6",NA
"4876","Gage11054","Juniperus virginiana","F2Riha",2,2018-10-23,"1",2015-01-24,"Stock Seed","Q6",NA
"4877","Gage11054","Silphium perfoliatum","F1Riha",1,2018-10-23,"4",2015-01-24,"Stock Seed","Q6",NA
"4879","Gage11054","Conyza canadensis","SP1Riha",1,2018-06-12,"0",2015-01-24,"Stock Seed","Q6",NA
"4881","Gage11054","Sporobolus compositus","SP2Riha",2,2018-06-12,"3",2015-01-24,"Stock Seed","Q6",2
"4885","Gage11054","Schizachyrium scoparium","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",1
"4890","Gage11054","Rudbeckia hirta","SP2Riha",2,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",NA
"4891","Gage11054","Rudbeckia hirta","SP1Riha",1,2018-06-12,"4",2015-01-24,"Stock Seed","Q6",2
"4895","Gage11054","Verbena stricta","F1Riha",1,2018-10-23,"2",2015-01-24,"Stock Seed","Q6",NA
"4897","Gage11054","Verbena stricta","F2Riha",2,2018-10-23,"2",2015-01-24,"Stock Seed","Q6",NA
"4898","Gage11054","Zizia aurea","SP1Riha",1,2018-06-12,"6",2015-01-24,"Stock Seed","Q6",NA
"4899","Gage11060","Chamaecrista fasciculata","F1Seitz",1,2018-10-23,"1",2015-02-24,"Stock Seed","Q6",NA
"4901","Gage11060","Bouteloua curtipendula","F2Seitz",2,2018-10-23,"5",2015-02-24,"Stock Seed","Q6",1
"4902","Gage11060","Asclepias sullivantii","SP1Seitz",1,2018-06-12,"7",2015-02-24,"Stock Seed","Q6",NA
"4903","Gage11060","Lactuca ludoviciana","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",NA
"4904","Gage11060","Symphyotrichum ericoides","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",NA
"4906","Gage11060","Lepidium densiflorum","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4907","Gage11060","Conyza canadensis","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4909","Gage11060","Conyza canadensis","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4912","Gage11060","Lepidium densiflorum","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4914","Gage11060","Heliopsis helianthoides","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",NA
"4915","Gage11060","Schizachyrium scoparium","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4916","Gage11060","Rudbeckia hirta","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",NA
"4917","Gage11060","Silphium perfoliatum","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4918","Gage11060","Lactuca ludoviciana","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",NA
"4919","Gage11060","Monarda fistulosa","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4921","Gage11060","Desmanthus illinoensis","SP2Seitz",2,2018-06-12,"5",2015-02-24,"Stock Seed","Q6",NA
"4924","Gage11060","Schizachyrium scoparium","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",2
"4925","Gage11060","Solanum rostratum","SP2Seitz",2,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4926","Gage11060","Andropogon gerardii","SP2Seitz",2,2018-06-12,"5",2015-02-24,"Stock Seed","Q6",NA
"4927","Gage11060","Solidago canadensis","F2Seitz",2,2018-10-23,"2",2015-02-24,"Stock Seed","Q6",NA
"4928","Gage11060","Solidago canadensis","F1Seitz",1,2018-10-23,"2",2015-02-24,"Stock Seed","Q6",NA
"4929","Gage11060","Silphium perfoliatum","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4930","Gage11060","Andropogon gerardii","SP1Seitz",1,2018-06-12,"5",2015-02-24,"Stock Seed","Q6",NA
"4931","Gage11060","Ambrosia artemisiifolia","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4932","Gage11060","Sporobolus compositus","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",2
"4933","Gage11060","Erigeron annuus","SP1Seitz",1,2018-06-12,"1",2015-02-24,"Stock Seed","Q6",NA
"4934","Gage11060","Eragrostis spectabilis","F1Seitz",1,2018-10-23,"3",2015-02-24,"Stock Seed","Q6",NA
"4935","Gage11060","Asclepias tuberosa","SP2Seitz",2,2018-06-12,"6",2015-02-24,"Stock Seed","Q6",NA
"4936","Gage11060","Chamaecrista fasciculata","SP1Seitz",1,2018-06-12,"1",2015-02-24,"Stock Seed","Q6",1
"4938","Gage11060","Zizia aurea","F1Seitz",1,2018-10-23,"6",2015-02-24,"Stock Seed","Q6",NA
"4940","Gage11060","Chamaecrista fasciculata","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q6",NA
"4941","Gage11060","Oxalis stricta","SP1Seitz",1,2018-06-12,"0",2015-02-24,"Stock Seed","Q6",NA
"4942","Gage11060","Helianthus grosseserratus","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4943","Gage11060","Schizachyrium scoparium","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",3
"4944","Gage11060","Pseudognaphalium obtusifolium","F2Seitz",2,2018-10-23,"3",2015-02-24,"Stock Seed","Q6",NA
"4945","Gage11060","Solidago missouriensis","F2Seitz",2,2018-10-23,"5",2015-02-24,"Stock Seed","Q6",1
"4946","Gage11060","Ratibida columnifera","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4947","Gage11060","Symphyotrichum novae-angliae","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",NA
"4948","Gage11060","Silphium perfoliatum","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",1
"4949","Gage11060","Eupatorium altissimum","SP1Seitz",1,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",2
"4950","Gage11060","Schizachyrium scoparium","F2Seitz",2,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",4
"4951","Gage11060","Sporobolus compositus","SP2Seitz",2,2018-06-12,"3",2015-02-24,"Stock Seed","Q6",NA
"4952","Gage11060","Zizia aurea","F2Seitz",2,2018-10-23,"6",2015-02-24,"Stock Seed","Q6",NA
"4953","Gage11060","Erigeron strigosus","F1Seitz",1,2018-10-23,"2",2015-02-24,"Stock Seed","Q6",NA
"4954","Gage11060","Bouteloua curtipendula","F1Seitz",1,2018-10-23,"5",2015-02-24,"Stock Seed","Q6",3
"4955","Gage11060","Solidago missouriensis","F1Seitz",1,2018-10-23,"5",2015-02-24,"Stock Seed","Q6",2
"4956","Gage11060","Erigeron annuus","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q6",NA
"4957","Gage11060","Erigeron strigosus","F2Seitz",2,2018-10-23,"2",2015-02-24,"Stock Seed","Q6",NA
"4958","Gage11060","Solidago canadensis","SP1Seitz",1,2018-06-12,"2",2015-02-24,"Stock Seed","Q6",NA
"4962","Gage11060","Symphyotrichum novae-angliae","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4963","Gage11060","Rudbeckia hirta","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",1
"4964","Gage11060","Chloris verticillata","F2Seitz",2,2018-10-23,"0",2015-02-24,"Stock Seed","Q6",NA
"4966","Gage11060","Hordeum pusillum","SP2Seitz",2,2018-06-12,"1",2015-02-24,"Stock Seed","Q6",NA
"4967","Gage11060","Rudbeckia hirta","SP2Seitz",2,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",3
"4968","Gage11060","Ratibida columnifera","SP1Seitz",1,2018-06-12,"4",2015-02-24,"Stock Seed","Q6",NA
"4971","Gage11060","Solidago canadensis","SP2Seitz",2,2018-06-12,"2",2015-02-24,"Stock Seed","Q6",5
"4972","Gage11060","Rudbeckia hirta","F1Seitz",1,2018-10-23,"4",2015-02-24,"Stock Seed","Q6",NA
"4974","Harlan11007A","Andropogon gerardii","SP2Lutjeharms4.6",2,2018-05-31,"5",NA,NA,"Q6",NA
"4975","Harlan11007A","Ratibida columnifera","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q6",NA
"4976","Harlan11007A","Descurainia pinnata","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q6",1
"4977","Harlan11007A","Bouteloua curtipendula","F1Lutjeharms4.6",1,2018-09-27,"5",NA,NA,"Q6",NA
"4978","Harlan11007A","Conyza canadensis","SP1Lutjeharms4.6",1,2018-05-31,"0",NA,NA,"Q6",NA
"4979","Harlan11007A","Conyza canadensis","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q6",NA
"4987","Harlan11007A","Rudbeckia hirta","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q6",2
"4988","Harlan11007A","Rudbeckia hirta","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q6",NA
"4989","Harlan11007A","Monarda fistulosa","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q6",NA
"4991","Harlan11007A","Ratibida pinnata","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q6",NA
"4992","Harlan11007A","Lepidium densiflorum","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q6",NA
"4995","Harlan11007A","Ratibida pinnata","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q6",NA
"4996","Harlan11007A","Sorghastrum nutans","F1Lutjeharms4.6",1,2018-09-27,"5",NA,NA,"Q6",1
"4997","Harlan11007A","Oxalis stricta","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q6",1
"4999","Harlan11007A","Schizachyrium scoparium","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q6",NA
"5002","Harlan11007A","Rudbeckia hirta","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q6",1
"5006","Harlan11007A","Panicum dichotomiflorum","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q6",1
"5010","Harlan11007A","Sorghastrum nutans","SP1Lutjeharms4.6",1,2018-05-31,"5",NA,NA,"Q6",NA
"5012","Harlan11007A","Pseudognaphalium obtusifolium","F1Lutjeharms4.6",1,2018-09-27,"3",NA,NA,"Q6",NA
"5014","Harlan11007A","Schizachyrium scoparium","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q6",1
"5015","Harlan11007A","Schizachyrium scoparium","F1Lutjeharms4.6",1,2018-09-27,"4",NA,NA,"Q6",NA
"5016","Harlan11007A","Ratibida pinnata","SP2Lutjeharms4.6",2,2018-05-31,"4",NA,NA,"Q6",1
"5018","Harlan11007A","Conyza canadensis","F2Lutjeharms4.6",2,2018-09-27,"0",NA,NA,"Q6",NA
"5019","Harlan11007A","Rudbeckia hirta","SP1Lutjeharms4.6",1,2018-05-31,"4",NA,NA,"Q6",NA
"5020","Harlan11007A","Schizachyrium scoparium","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q6",1
"5021","Harlan11007A","Monarda fistulosa","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q6",NA
"5023","Harlan11007A","Sorghastrum nutans","F2Lutjeharms4.6",2,2018-09-27,"5",NA,NA,"Q6",3
"5025","Harlan11007A","Oxalis stricta","SP1Lutjeharms4.6",1,2018-05-31,"0",NA,NA,"Q6",NA
"5026","Harlan11007A","Ratibida pinnata","F2Lutjeharms4.6",2,2018-09-27,"4",NA,NA,"Q6",NA
"5027","Harlan11007A","Oxalis stricta","SP2Lutjeharms4.6",2,2018-05-31,"0",NA,NA,"Q6",NA
"5029","Harlan11008A","Conyza canadensis","SP1Lutjeharms",1,2018-05-31,"0",NA,NA,"Q6",NA
"5031","Harlan11008A","Conyza canadensis","SP2Lutjeharms",2,2018-05-31,"0",NA,NA,"Q6",NA
"5034","Harlan11008A","Schizachyrium scoparium","SP2Lutjeharms",2,2018-05-31,"4",NA,NA,"Q6",NA
"5036","Harlan11008A","Chamaecrista fasciculata","SP1Lutjeharms",1,2018-05-31,"1",NA,NA,"Q6",2
"5039","Harlan11008A","Schizachyrium scoparium","SP1Lutjeharms",1,2018-05-31,"4",NA,NA,"Q6",NA
"5041","Harlan11008A","Oenothera rhombipetala","SP1Lutjeharms",1,2018-05-31,"2",NA,NA,"Q6",1
"5043","Harlan11008A","Ratibida columnifera","SP1Lutjeharms",1,2018-05-31,"4",NA,NA,"Q6",NA
"5047","Harlan11008A","Helianthus annuus","SP1Lutjeharms",1,2018-05-31,"0",NA,NA,"Q6",3
"5048","Harlan11008A","Sorghastrum nutans","SP1Lutjeharms",1,2018-05-31,"5",NA,NA,"Q6",NA
"5049","Harlan11008A","Euphorbia maculata","SP2Lutjeharms",2,2018-05-31,"0",NA,NA,"Q6",NA
"5051","Harlan11012","Brickellia eupatorioides","F1Woollen",1,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5052","Harlan11012","Dalea candida","F2Woollen",2,2018-09-28,"6",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5053","Harlan11012","Galium aparine","SP1Woollen",1,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5054","Harlan11012","Ambrosia trifida","SP2Woollen",2,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5055","Harlan11012","Elymus virginicus","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5056","Harlan11012","Helianthus grosseserratus","SP1Woollen",1,2018-05-31,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5057","Harlan11012","Silphium perfoliatum","SP1Woollen",1,2018-05-31,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5058","Harlan11012","Helianthus maximiliani","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5059","Harlan11012","Helianthus pauciflorus","F2Woollen",2,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5060","Harlan11012","Astragalus canadensis","F1Woollen",1,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",4
"5061","Harlan11012","Ambrosia trifida","SP1Woollen",1,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5062","Harlan11012","Schizachyrium scoparium","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5063","Harlan11012","Achillea millefolium","SP2Woollen",2,2018-05-31,"2",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5064","Harlan11012","Elymus canadensis","SP1Woollen",1,2018-05-31,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",4
"5065","Harlan11012","Solidago rigida","F1Woollen",1,2018-09-28,"3",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",1
"5066","Harlan11012","Elymus canadensis","F2Woollen",2,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",3
"5067","Harlan11012","Silphium perfoliatum","SP2Woollen",2,2018-05-31,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5068","Harlan11012","Sorghastrum nutans","F1Woollen",1,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",2
"5069","Harlan11012","Cirsium altissimum","F2Woollen",2,2018-09-28,"1",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5070","Harlan11012","Schizachyrium scoparium","F1Woollen",1,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5072","Harlan11012","Andropogon gerardii","SP2Woollen",2,2018-05-31,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",3
"5074","Harlan11012","Helianthus pauciflorus","F1Woollen",1,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5076","Harlan11012","Heliopsis helianthoides","F2Woollen",2,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5077","Harlan11012","Koeleria macrantha","SP1Woollen",1,2018-05-31,"6",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5078","Harlan11012","Artemisia ludoviciana","F1Woollen",1,2018-09-28,"4",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5079","Harlan11012","Solidago rigida","F2Woollen",2,2018-09-28,"3",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5080","Harlan11012","Conyza canadensis","F2Woollen",2,2018-09-28,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5081","Harlan11012","Conyza canadensis","SP1Woollen",1,2018-05-31,"0",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
"5082","Harlan11012","Sorghastrum nutans","F2Woollen",2,2018-09-28,"5",2015-05-04,"Prairie Plains Resource Institute 12 bulk lbs of PPRI mix, purity 23-30%, no seed sheet info","Q6",NA
